nome n m c fila run l1 l2 llc cycles inst
CAL 1890815 4657742 215354 3LVBQ 771 18160264 11624373 1095836 3287151339 8287530749
CAL 1890815 4657742 215354 3LVBQ 772 18365304 11791307 1088034 3288159879 8287531605
CAL 1890815 4657742 215354 3LVBQ 773 18243328 11694597 1089219 3293751896 8287528349
CAL 1890815 4657742 215354 3LVBQ 778 18154037 11654410 1085033 3315566842 8287528667
CAL 1890815 4657742 215354 4LVBQ 807 17176631 11455559 1132761 3428178030 8604345391
CAL 1890815 4657742 215354 4LVBQ 805 17141179 11438751 1146293 3422356115 8604359625
CAL 1890815 4657742 215354 4LVBQ 807 17190944 11508590 1143806 3424853941 8604359755
CAL 1890815 4657742 215354 4LVBQ 804 17273849 11600576 1137482 3420310181 8604361930
CAL 1890815 4657742 215354 4LVBQ 810 17190805 11455753 1133829 3441140508 8604358909
CAL 1890815 4657742 215354 4LVBQ 806 17388658 11675984 1150522 3434335443 8604359685
CAL 1890815 4657742 215354 4LVBQ 805 17340711 11678322 1143165 3425214010 8604359320
CAL 1890815 4657742 215354 4LVBQ 806 17436789 11725840 1144952 3429028873 8604359285
CAL 1890815 4657742 215354 4LVBQ 806 17460173 11741324 1147101 3429669960 8604357660
CAL 1890815 4657742 215354 4LVBQ 804 17328388 11683769 1137404 3419684234 8604356358
CAL 1890815 4657742 215354 2LVBQDK 506 26625240 13328660 1251800 2200588118 4366474061
CAL 1890815 4657742 215354 2LVBQDK 507 26718023 13427095 1251039 2200848330 4366472726
CAL 1890815 4657742 215354 2LVBQDK 508 26744086 13403062 1254757 2206836438 4366472878
CAL 1890815 4657742 215354 2LVBQDK 507 26929636 13566216 1257661 2206433921 4366471006
CAL 1890815 4657742 215354 2LVBQDK 506 26729722 13394596 1253061 2201838260 4366472865
CAL 1890815 4657742 215354 2LVBQDK 503 26985492 13644381 1256072 2197928225 4366468766
CAL 1890815 4657742 215354 2LVBQDK 503 26944370 13617517 1251181 2201573510 4366469023
CAL 1890815 4657742 215354 2LVBQDK 504 26979682 13628509 1254211 2202297922 4366468757
CAL 1890815 4657742 215354 2LVBQDK 503 26977988 13651568 1251721 2199136336 4366469031
CAL 1890815 4657742 215354 2LVBQDK 504 27021642 13669722 1250946 2201258524 4366468773
CAL 1890815 4657742 215354 3LVBQDK 608 25867821 13726224 1281773 2621129594 5472481585
CAL 1890815 4657742 215354 3LVBQDK 608 26034957 13870352 1277751 2625360927 5472480319
CAL 1890815 4657742 215354 3LVBQDK 603 26235860 14081255 1281428 2612784778 5472476187
CAL 1890815 4657742 215354 3LVBQDK 605 26177247 14011286 1271058 2612499408 5472478374
CAL 1890815 4657742 215354 3LVBQDK 604 26291455 14088560 1275784 2616568026 5472476392
CAL 1890815 4657742 215354 3LVBQDK 603 26190913 14053245 1277624 2611089960 5472476521
CAL 1890815 4657742 215354 3LVBQDK 604 26290995 14068357 1276261 2613137315 5472476374
CAL 1890815 4657742 215354 3LVBQDK 603 26211041 14081926 1274059 2614715907 5472476524
CAL 1890815 4657742 215354 3LVBQDK 604 26272945 14053615 1277111 2615193536 5472476364
CAL 1890815 4657742 215354 3LVBQDK 603 26238149 14102937 1270398 2607199087 5472476511
CAL 1890815 4657742 215354 4LVBQDK 636 26490093 13708619 1272122 2729565772 5780236218
CAL 1890815 4657742 215354 4LVBQDK 635 26660217 13799175 1267988 2735211263 5780234944
CAL 1890815 4657742 215354 4LVBQDK 629 26859615 14028401 1269749 2715633275 5780230797
CAL 1890815 4657742 215354 4LVBQDK 632 26787539 13907393 1265388 2723863996 5780232991
CAL 1890815 4657742 215354 4LVBQDK 630 26870370 14023758 1272303 2723983483 5780231029
CAL 1890815 4657742 215354 4LVBQDK 630 26850511 14004929 1267691 2720281418 5780231164
CAL 1890815 4657742 215354 4LVBQDK 630 26852301 13976590 1268026 2717520820 5780230996
CAL 1890815 4657742 215354 4LVBQDK 631 26835198 14014646 1269797 2725862432 5780231175
CAL 1890815 4657742 215354 4LVBQDK 634 26865256 14048128 1274086 2739315552 5780231024
CAL 1890815 4657742 215354 4LVBQDK 632 26842088 14044726 1273421 2729988062 5780231170
CAL 1890815 4657742 215354 FIB 1684 18037320 10922179 1190600 7063357182 18965217571
CAL 1890815 4657742 215354 FIB 1651 18140308 10929567 1184458 6916796382 18965223078
CAL 1890815 4657742 215354 FIB 1672 17971250 10932015 1187054 7011520519 18965222595
CAL 1890815 4657742 215354 FIB 1670 18155861 11065331 1190289 7000792650 18965220275
CAL 1890815 4657742 215354 FIB 1676 18113089 10919123 1182998 7022796355 18965223780
CAL 1890815 4657742 215354 FIB 1675 18465436 11198298 1187487 7033184978 18965218664
CAL 1890815 4657742 215354 FIB 1698 18288281 11143545 1187184 7121041045 18965218785
CAL 1890815 4657742 215354 FIB 1648 18327846 11165521 1195201 6915906679 18965219304
CAL 1890815 4657742 215354 FIB 1678 18286635 11159013 1181536 7035963894 18965219208
CAL 1890815 4657742 215354 FIB 1680 18617695 11203936 1184488 7048326754 18965218738
CAL 1890815 4657742 215354  1336 15123609 9742125 1044845 5624191196 13633191057
CAL 1890815 4657742 215354  1335 15126813 9739198 1050703 5615259624 13633190510
CAL 1890815 4657742 215354  1334 15148897 9745683 1043862 5611529632 13633190510
CAL 1890815 4657742 215354  1336 15225419 9835872 1046189 5620792118 13633188606
CAL 1890815 4657742 215354  1337 15162078 9753752 1048598 5620395559 13633190511
CAL 1890815 4657742 215354  1335 15369692 9953763 1045656 5625899180 13633186484
CAL 1890815 4657742 215354  1334 15367615 9957717 1042990 5615605998 13633186633
CAL 1890815 4657742 215354  1334 15361320 9955787 1048177 5621686570 13633186490
CAL 1890815 4657742 215354  1332 15396975 10014367 1066098 5611006967 13633186686
